title,genres,vote_average
Soapdish,"['Comedy', 'Drama', 'Romance']",6.0
The Long Walk Home,"['Drama', 'History']",6.4
Burglar,"['Crime', 'Comedy']",5.0
Fatal Beauty,"['Adventure', 'Action', 'Comedy', 'Thriller']",5.3
Gone in Sixty Seconds,"['Action', 'Crime', 'Thriller']",6.1
Love's Labour's Lost,"['Comedy', 'Music', 'Romance']",5.4
American Virgin,['Comedy'],5.2
Hamlet,"['Drama', 'History']",6.7
Coming Home,"['Drama', 'Romance', 'War']",6.9
American Pop,"['Animation', 'Music']",7.2
Assault on Precinct 13,"['Action', 'Crime']",7.1
Near Dark,"['Drama', 'Horror', 'Thriller']",6.8
One False Move,"['Crime', 'Drama', 'Thriller']",6.7
Shaft,"['Adventure', 'Action', 'Thriller', 'Crime']",6.5
The Conversation,"['Crime', 'Drama', 'Mystery']",7.5
Cutter's Way,"['Drama', 'Mystery', 'Thriller', 'Crime']",6.3
The Fury,"['Horror', 'Science Fiction', 'Thriller']",6.2
The Paper Chase,"['Comedy', 'Drama', 'Romance']",6.7
Prince of the City,"['Drama', 'Thriller', 'Crime']",7.3
Serpico,"['Crime', 'Drama', 'History']",7.5
Ace in the Hole,['Drama'],7.9
Lonely Are the Brave,"['Drama', 'Western']",7.5
The Sugarland Express,"['Crime', 'Drama']",6.4
Big Trouble in Little China,"['Action', 'Adventure', 'Comedy', 'Fantasy']",7.1
Badlands,"['Crime', 'Drama']",7.5
Battleship Potemkin,"['Drama', 'History']",7.6
Boys and Girls,"['Comedy', 'Drama', 'Romance']",5.4
Shaft,"['Action', 'Adventure', 'Crime', 'Thriller']",5.5
Titan A.E.,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",6.3
Butterfly,['Drama'],7.2
The Match,"['Comedy', 'Romance']",5.8
Chicken Run,"['Animation', 'Comedy', 'Family']",6.5
"Me, Myself & Irene",['Comedy'],6.1
The Patriot,"['Drama', 'History', 'War', 'Action']",6.8
The Adventures of Rocky & Bullwinkle,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",3.9
The Perfect Storm,['Drama'],6.2
Asylum,"['Horror', 'Thriller', 'Mystery']",5.9
Communion,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",5.0
Fun & Fancy Free,"['Animation', 'Family', 'Music']",6.2
The Kentucky Fried Movie,['Comedy'],6.4
Bound by Honor,"['Action', 'Crime', 'Drama', 'Thriller']",7.7
Daughter of Dr. Jekyll,"['Fantasy', 'Horror']",5.5
F/X,"['Crime', 'Thriller', 'Action']",6.4
F/X2,"['Adventure', 'Action', 'Comedy', 'Thriller']",5.8
Missing in Action,"['Action', 'Adventure', 'Thriller', 'War']",5.2
Missing in Action 2: The Beginning,"['Action', 'Adventure', 'War']",5.0
Braddock: Missing in Action III,"['Action', 'War']",4.8
Thunderbolt and Lightfoot,"['Action', 'Adventure', 'Comedy', 'Crime']",6.6
Dreamscape,"['Adventure', 'Horror', 'Science Fiction', 'Thriller']",6.0
The Golden Voyage of Sinbad,"['Action', 'Adventure', 'Drama', 'Fantasy']",6.4
Hatchet for the Honeymoon,"['Horror', 'Foreign']",7.0
House Party,"['Comedy', 'Drama']",6.1
Make Mine Music,"['Animation', 'Family', 'Music']",5.2
On Our Merry Way,"['Romance', 'Comedy', 'Music']",6.0
Project Moon Base,['Science Fiction'],2.5
Rocketship X-M,['Science Fiction'],5.1
Shaft in Africa,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",5.4
Shaft's Big Score!,"['Action', 'Adventure', 'Crime', 'Mystery']",6.1
Croupier,"['Drama', 'Thriller']",6.7
The Kid,"['Fantasy', 'Comedy', 'Family']",6.0
Scary Movie,['Comedy'],6.0
But I'm a Cheerleader,['Comedy'],6.5
Blow-Up,"['Drama', 'Mystery', 'Thriller']",7.3
Groove,"['Drama', 'Music', 'Romance']",5.6
Duel in the Sun,['Western'],6.2
X-Men,"['Adventure', 'Action', 'Science Fiction']",6.8
Chuck & Buck,"['Comedy', 'Drama']",5.7
The In Crowd,['Thriller'],4.7
What Lies Beneath,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.3
Pokémon: The Movie 2000,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",6.4
Criminal Lovers,"['Horror', 'Thriller', 'Romance']",6.6
Anatomy of a Murder,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.7
Freejack,['Science Fiction'],5.0
Greaser's Palace,"['Western', 'Comedy']",5.6
H.O.T.S.,['Comedy'],5.1
Knightriders,['Drama'],6.5
Mackenna's Gold,"['Adventure', 'Action', 'Western']",6.4
Sinbad and the Eye of the Tiger,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",6.3
Two Women,['Drama'],7.6
What About Bob?,['Comedy'],6.7
White Sands,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5.5
The Official Story,"['Drama', 'History']",7.3
Pot o' Gold,"['Music', 'Romance']",7.3
Thomas and the Magic Railroad,"['Animation', 'Drama', 'Family', 'Science Fiction']",4.8
Nutty Professor II: The Klumps,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",4.7
Autumn in New York,"['Drama', 'Romance']",5.7
Coyote Ugly,"['Comedy', 'Drama', 'Music', 'Romance']",5.8
Hollow Man,"['Action', 'Science Fiction', 'Thriller']",5.6
Space Cowboys,"['Action', 'Adventure', 'Thriller']",6.3
Mad About Mambo,"['Comedy', 'Romance', 'Foreign']",4.6
Psycho Beach Party,['Comedy'],6.0
Black Sabbath,['Horror'],6.9
The Brain That Wouldn't Die,"['Horror', 'Science Fiction']",4.4
Bronco Billy,"['Action', 'Comedy', 'Drama', 'Romance', 'Western']",5.2
The Crush,"['Drama', 'Thriller']",5.5
Kelly's Heroes,"['Adventure', 'Comedy', 'War']",7.2
Phantasm II,"['Action', 'Horror', 'Science Fiction', 'Thriller']",6.3
Phantasm IV: Oblivion,"['Horror', 'Science Fiction']",4.9
Pumpkinhead,"['Fantasy', 'Horror']",5.9
Air America,"['Action', 'Adventure', 'Comedy', 'Drama']",5.3
Sleepaway Camp,['Horror'],6.1
Steel Magnolias,"['Comedy', 'Drama', 'Romance']",7.1
...And God Created Woman,"['Drama', 'Romance']",6.2
Easy Money,['Comedy'],6.6
Ilsa: She Wolf of the SS,"['Thriller', 'Horror', 'War']",5.1
Silent Fall,"['Drama', 'Thriller', 'Mystery']",5.2
What Ever Happened to Aunt Alice?,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",5.2
The Tao of Steve,"['Comedy', 'Romance']",5.9
The Autumn Heart,['Drama'],0.0
Bless the Child,"['Drama', 'Horror', 'Thriller', 'Crime']",4.9
Cecil B. Demented,"['Thriller', 'Comedy', 'Crime']",6.2
The Opportunists,"['Comedy', 'Crime', 'Drama', 'Romance']",5.5
The Replacements,['Comedy'],6.2
About Adam,"['Comedy', 'Romance']",5.4
The Cell,"['Horror', 'Science Fiction', 'Thriller']",6.0
Godzilla 2000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",5.9
The Original Kings of Comedy,['Comedy'],6.5
The Naked Gun: From the Files of Police Squad!,"['Comedy', 'Crime']",7.1
The Naked Gun 2½: The Smell of Fear,"['Comedy', 'Crime']",6.6
Our Town,"['Drama', 'Romance']",4.6
Shane,"['Drama', 'Western']",7.3
"Suddenly, Last Summer","['Thriller', 'Drama', 'Mystery']",7.0
Cat Ballou,"['Comedy', 'Western']",6.5
A Couch in New York,"['Romance', 'Comedy']",5.6
The Devil Rides Out,['Horror'],6.7
Jerry and Tom,"['Action', 'Comedy', 'Drama', 'Crime']",6.7
Supergirl,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",4.7
X: The Unknown,"['Horror', 'Science Fiction', 'Mystery']",5.8
The Art of War,"['Crime', 'Action', 'Adventure']",5.6
The Ballad of Ramblin' Jack,"['Music', 'Documentary']",0.0
Bring It On,['Comedy'],5.8
Skipped Parts,"['Comedy', 'Drama', 'Romance']",6.5
Highlander: Endgame,"['Action', 'Fantasy', 'Science Fiction']",4.4
Turn It Up,"['Action', 'Crime', 'Drama']",5.0
Anatomy,"['Horror', 'Thriller']",6.1
Nurse Betty,"['Comedy', 'Crime', 'Thriller']",5.9
Alone,"['Drama', 'Foreign']",6.7
The Watcher,"['Mystery', 'Thriller']",5.0
Almost Famous,"['Drama', 'Music']",7.4
Bait,"['Action', 'Thriller', 'Crime']",6.1
Crime + Punishment in Suburbia,['Drama'],6.1
Duets,"['Comedy', 'Drama', 'Music']",5.5
Urbania,"['Romance', 'Drama']",5.2
Urban Legends: Final Cut,['Horror'],4.4
Woman on Top,"['Comedy', 'Drama', 'Romance']",5.5
Dancer in the Dark,"['Drama', 'Crime', 'Music']",7.7
Best in Show,['Comedy'],6.7
Girlfight,['Drama'],6.4
Remember the Titans,['Drama'],7.4
Hellraiser,['Horror'],6.9
Hellbound: Hellraiser II,"['Horror', 'Thriller']",6.3
Hellraiser III: Hell on Earth,"['Horror', 'Thriller', 'War']",5.3
"Faraway, So Close!","['Drama', 'Fantasy', 'Science Fiction']",6.4
Beach Party,"['Comedy', 'Music']",6.8
Bikini Beach,"['Comedy', 'Music', 'Romance']",6.7
Return of the Fly,"['Drama', 'Horror', 'Science Fiction']",5.7
Voyage to the Bottom of the Sea,"['Adventure', 'Drama', 'Science Fiction']",5.4
Fantastic Voyage,"['Adventure', 'Science Fiction']",6.7
Abbott and Costello Meet Frankenstein,"['Comedy', 'Horror']",7.4
The Bank Dick,['Comedy'],6.8
Creature from the Black Lagoon,"['Adventure', 'Horror', 'Science Fiction']",6.7
The Invisible Man,"['Horror', 'Science Fiction']",7.3
The Killer Shrews,"['Horror', 'Science Fiction']",4.3
Kronos,['Science Fiction'],5.8
Phantom of the Opera,"['Music', 'Horror', 'Romance']",5.6
Runaway,"['Thriller', 'Crime', 'Science Fiction']",5.0
The Slumber Party Massacre,"['Comedy', 'Horror']",5.7
Slumber Party Massacre II,"['Horror', 'Comedy']",5.0
Sorority House Massacre,['Horror'],4.7
Sorority House Massacre II,"['Comedy', 'Horror', 'Thriller']",5.0
Get Carter,"['Action', 'Drama', 'Thriller', 'Crime']",4.8
Get Carter,"['Crime', 'Thriller']",6.9
Meet the Parents,"['Comedy', 'Romance']",6.6
Tigerland,"['Drama', 'War']",6.7
Two Family House,"['Drama', 'Romance']",7.0
The Contender,"['Drama', 'Thriller']",6.7
Dr. T and the Women,"['Comedy', 'Drama', 'Romance']",4.6
Just Looking,"['Drama', 'Comedy']",5.8
The Ladies Man,['Comedy'],5.7
Billy Jack,"['Action', 'Adventure', 'Drama']",6.5
Billy Jack Goes to Washington,['Drama'],6.4
The Time Machine,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']",7.5
Haunted,"['Mystery', 'Horror']",6.4
Ghoulies,"['Comedy', 'Horror', 'Fantasy']",4.2
Ghoulies II,"['Comedy', 'Horror']",4.4
The Unsinkable Molly Brown,"['Comedy', 'Music']",5.7
The Adventures of Ichabod and Mr. Toad,"['Horror', 'Fantasy', 'Animation', 'Family']",6.4
The Strange Love of Martha Ivers,['Drama'],6.9
Detour,"['Crime', 'Drama']",7.3
Billy Elliot,"['Drama', 'Comedy', 'Music']",7.4
Bedazzled,"['Fantasy', 'Comedy', 'Romance']",5.6
Pay It Forward,"['Drama', 'Romance']",7.0
The Beyond,['Horror'],6.6
The Private Eyes,"['Comedy', 'Crime', 'Thriller', 'Mystery', 'Horror']",6.9
The Legend of Drunken Master,"['Action', 'Comedy']",7.2
Book of Shadows: Blair Witch 2,"['Mystery', 'Thriller', 'Horror']",4.3
The Little Vampire,"['Family', 'Horror']",6.0
Lucky Numbers,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",4.9
Stardom,"['Comedy', 'Drama']",6.4
Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",5.6
The Legend of Bagger Vance,"['Fantasy', 'Drama']",6.4
Little Nicky,"['Comedy', 'Fantasy', 'Romance']",5.2
Men of Honor,['Drama'],7.0
Red Planet,"['Thriller', 'Action', 'Science Fiction']",5.4
What's Cooking?,"['Comedy', 'Drama']",6.4
Diamonds Are Forever,"['Adventure', 'Action', 'Thriller']",6.3
The Eagle Has Landed,"['Adventure', 'Drama', 'Action', 'Thriller', 'War']",6.4
The 6th Day,['Science Fiction'],5.7
Bounce,"['Drama', 'Romance']",5.5
How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']",6.2
One Day in September,['Documentary'],7.3
Rugrats in Paris: The Movie,"['Adventure', 'Animation', 'Comedy', 'Family']",6.0
102 Dalmatians,"['Comedy', 'Family']",5.1
Malena,['Drama'],6.9
Quills,['Drama'],6.8
Unbreakable,"['Science Fiction', 'Thriller', 'Drama']",6.9
"Crouching Tiger, Hidden Dragon","['Adventure', 'Drama', 'Action', 'Romance']",7.2
Dungeons & Dragons,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",3.9
Vertical Limit,"['Action', 'Adventure', 'Thriller']",5.9
The Bounty,"['Action', 'Drama', 'History']",6.5
Code of Silence,"['Action', 'Thriller', 'Crime', 'Drama']",6.0
"Planes, Trains and Automobiles",['Comedy'],7.1
She's Having a Baby,"['Comedy', 'Drama', 'Romance']",5.5
The Living Daylights,"['Action', 'Adventure', 'Thriller']",6.2
The Transformers: The Movie,['Animation'],7.1
Wall Street,"['Crime', 'Drama']",7.0
Born on the Fourth of July,"['Drama', 'War']",6.7
Talk Radio,['Drama'],6.7
Brewster's Millions,['Comedy'],6.5
Snatch,"['Thriller', 'Crime']",7.7
Punchline,"['Comedy', 'Drama']",5.1
Mr Accident,"['Comedy', 'Foreign']",5.3
Chocolat,"['Comedy', 'Drama', 'Romance']",6.8
"Dude, Where’s My Car?",['Comedy'],5.3
The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2
Pollock,"['Drama', 'Romance']",6.6
What Women Want,"['Comedy', 'Romance']",6.1
Finding Forrester,['Drama'],7.0
The Gift,"['Horror', 'Drama', 'Thriller', 'Mystery']",6.4
Cast Away,"['Adventure', 'Drama']",7.5
The Family Man,"['Comedy', 'Drama', 'Romance', 'Fantasy']",6.5
The House of Mirth,"['Drama', 'Romance']",6.4
Miss Congeniality,"['Comedy', 'Crime', 'Action']",6.1
"O Brother, Where Art Thou?","['Action', 'Adventure', 'Comedy']",7.3
Songcatcher,"['Drama', 'Music']",5.6
State and Main,"['Comedy', 'Drama']",6.5
Dracula 2000,"['Thriller', 'Horror']",4.6
All the Pretty Horses,"['Drama', 'Romance', 'Western']",5.8
An Everlasting Piece,"['Comedy', 'Crime']",6.0
Thirteen Days,"['Drama', 'Thriller']",6.9
Traffic,"['Thriller', 'Drama', 'Crime']",6.9
The Claim,"['Drama', 'Romance', 'Western']",5.6
Shadow of the Vampire,"['Drama', 'Horror']",6.6
House of Games,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.0
Kill Me Again,"['Drama', 'Action', 'Thriller', 'Crime']",5.7
Annie,"['Comedy', 'Drama', 'Family', 'Music']",6.2
Don't Tell Mom the Babysitter's Dead,"['Comedy', 'Family']",5.8
An Officer and a Gentleman,"['Drama', 'Romance']",6.8
The Alamo,"['Action', 'Adventure', 'Drama', 'History', 'Western']",6.5
At Close Range,"['Crime', 'Drama']",6.7
Breakheart Pass,"['Thriller', 'Western', 'Mystery']",6.7
Friendly Persuasion,"['Drama', 'War', 'Western']",6.1
Imaginary Crimes,['Drama'],3.7
Antitrust,"['Action', 'Crime', 'Drama']",5.8
Double Take,"['Adventure', 'Drama', 'Action', 'Comedy', 'Romance']",5.5
Save the Last Dance,"['Drama', 'Family', 'Romance', 'Music']",6.3
Panic,"['Comedy', 'Crime', 'Drama']",6.8
The Amati Girls,['Drama'],0.0
Love Field,"['Drama', 'Romance']",5.4
The Man in the Moon,"['Drama', 'Family', 'Romance']",7.1
Mystic Pizza,"['Comedy', 'Drama', 'Romance']",6.0
Coffy,"['Thriller', 'Action', 'Adventure', 'Drama', 'Crime']",7.2
Foxy Brown,"['Thriller', 'Action', 'Crime']",6.4
I'm Gonna Git You Sucka,"['Action', 'Comedy']",6.2
Untamed Heart,"['Comedy', 'Drama', 'Romance']",6.5
Sugar & Spice,"['Crime', 'Comedy']",5.7
The Wedding Planner,['Comedy'],5.4
Faithless,"['Drama', 'Romance']",6.4
The Invisible Circus,['Drama'],5.1
Two Ninas,"['Comedy', 'Romance']",7.0
"Harry, He's Here To Help",['Comedy'],6.7
Amazing Grace and Chuck,['Drama'],6.3
Amazon Women on the Moon,"['Comedy', 'Science Fiction']",6.0
Baby Boom,"['Comedy', 'Romance', 'Family']",6.0
Barfly,"['Comedy', 'Drama', 'Romance']",7.3
Best Seller,"['Action', 'Crime', 'Drama', 'Thriller']",6.3
Beverly Hills Cop,"['Action', 'Comedy', 'Crime']",6.8
The Big Easy,"['Drama', 'Action', 'Crime', 'Mystery']",6.2
The Big Town,"['Drama', 'Romance']",5.9
The Brave Little Toaster,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",6.8
Can't Buy Me Love,"['Drama', 'Comedy', 'Romance', 'Family']",6.7
Cherry 2000,['Science Fiction'],6.0
Cop,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.6
Critical Condition,['Comedy'],6.2
The Dead,['Drama'],6.5
Eddie Murphy Raw,['Comedy'],7.4
Empire of the Sun,"['Drama', 'History', 'War']",7.3
The Evil Dead,['Horror'],7.3
Extreme Prejudice,"['Action', 'Crime', 'Drama', 'Thriller', 'Western']",5.7
Family Viewing,['Drama'],5.7
Five Corners,['Drama'],5.5
Flowers in the Attic,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.4
Gardens of Stone,"['Drama', 'History']",5.5
Julia and Julia,"['Drama', 'Fantasy']",6.0
Hiding Out,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Thriller']",5.2
Hollywood Shuffle,['Comedy'],5.7
Hope and Glory,"['Drama', 'War']",6.5
Hot Pursuit,['Comedy'],6.1
Housekeeping,"['Comedy', 'Drama']",5.5
Hunk,"['Fantasy', 'Comedy']",7.0
Innerspace,"['Action', 'Comedy', 'Science Fiction']",6.6
Ironweed,['Drama'],6.4
Jaws: The Revenge,"['Adventure', 'Thriller']",3.5
Less Than Zero,"['Drama', 'Crime', 'Romance']",6.1
The Lost Boys,"['Horror', 'Comedy']",6.8
Made in Heaven,"['Fantasy', 'Drama', 'Comedy', 'Romance']",6.6
Maid to Order,"['Comedy', 'Fantasy']",5.2
Mannequin,"['Fantasy', 'Comedy', 'Romance']",5.5
Masters of the Universe,"['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']",5.1
Million Dollar Mystery,"['Comedy', 'Thriller']",4.5
The Monster Squad,"['Horror', 'Comedy', 'Action', 'Fantasy', 'Science Fiction']",6.8
Morgan Stewart's Coming Home,['Comedy'],4.9
My Demon Lover,"['Comedy', 'Fantasy', 'Horror', 'Romance']",5.9
Head Over Heels,"['Comedy', 'Romance']",5.3
Left Behind,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",4.0
Valentine,"['Horror', 'Thriller']",5.0
In the Mood for Love,"['Drama', 'Romance']",7.8
Fever,"['Drama', 'Thriller']",6.0
Hannibal,"['Crime', 'Drama', 'Thriller', 'Horror']",6.4
Saving Silverman,"['Comedy', 'Crime', 'Romance']",5.4
Vatel,"['History', 'Drama', 'Romance']",6.0
Recess: School's Out,"['Science Fiction', 'Animation', 'Comedy', 'Family']",6.6
Sweet November,"['Drama', 'Romance']",6.4
Company Man,['Comedy'],5.3
Monkeybone,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']",4.2
3000 Miles to Graceland,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']",5.8
The Mexican,"['Action', 'Comedy', 'Crime', 'Romance']",5.8
See Spot Run,"['Action', 'Comedy', 'Family']",4.8
Carman: The Champion,"['Drama', 'Action']",3.2
"Me, You, Them","['Comedy', 'Drama', 'Romance']",6.5
Series 7: The Contenders,"['Action', 'Comedy', 'Thriller']",6.3
15 Minutes,"['Action', 'Crime', 'Thriller']",5.7
Get Over It,"['Comedy', 'Romance']",5.5
Blow Dry,"['Comedy', 'Drama']",5.8
Long Night's Journey Into Day,['Documentary'],2.5
Avalon,['Drama'],6.0
The Mirror Crack'd,"['Crime', 'Thriller', 'Mystery']",6.0
Of Mice and Men,['Drama'],7.3
Reform School Girls,"['Action', 'Comedy', 'Crime']",6.4
Tuff Turf,"['Drama', 'Action', 'Romance']",5.9
The Unbelievable Truth,"['Comedy', 'Drama', 'Romance']",7.4
The Bishop's Wife,"['Comedy', 'Drama', 'Fantasy', 'Romance']",6.9
The Fortune Cookie,"['Romance', 'Comedy']",7.0
Lilies of the Field,"['Comedy', 'Drama']",6.7
Hans Christian Andersen,"['Music', 'Romance', 'Family']",6.7
Elmer Gantry,['Drama'],7.3
Alfie,"['Comedy', 'Drama', 'Romance']",6.5
Demetrius and the Gladiators,"['Action', 'Adventure', 'Drama', 'History']",6.4
The Fantasticks,"['Comedy', 'Drama', 'Music', 'Romance', 'Science Fiction']",6.6
The Abominable Dr. Phibes,"['Comedy', 'Horror']",6.9
"Die, Monster, Die!","['Drama', 'Horror', 'Thriller', 'Science Fiction', 'Foreign']",6.5
Battle Beyond the Stars,['Science Fiction'],5.9
Double Impact,"['Thriller', 'Action', 'Crime', 'Drama']",5.3
The End,['Comedy'],5.7
Fuzz,"['Comedy', 'Crime', 'Drama']",6.2
Harley Davidson and the Marlboro Man,"['Action', 'Thriller']",6.1
Losin' It,['Comedy'],4.5
Mermaids,"['Comedy', 'Drama', 'Romance']",6.5
The Mighty Quinn,"['Action', 'Comedy', 'Mystery', 'Thriller']",5.8
Unmade Beds,['Comedy'],5.0
Rated X,['Drama'],5.2
Manhunter,"['Crime', 'Horror', 'Thriller']",6.8
Death on the Nile,['Mystery'],6.7
Revenge of the Nerds,['Comedy'],6.6
Revenge of the Nerds II: Nerds in Paradise,['Comedy'],5.5
4 Little Girls,['Documentary'],6.7
River's Edge,"['Crime', 'Drama']",6.7
Girls Just Want to Have Fun,"['Comedy', 'Family', 'Music', 'Romance']",6.5
The Longest Yard,"['Crime', 'Comedy', 'Drama']",6.4
Necessary Roughness,['Comedy'],5.5
C.H.U.D.,"['Horror', 'Science Fiction']",5.3
Enemy at the Gates,['War'],7.2
Exit Wounds,"['Action', 'Crime', 'Thriller']",5.3
The Dish,"['History', 'Comedy', 'Drama']",6.6
Memento,"['Mystery', 'Thriller']",8.1
Heartbreakers,"['Crime', 'Comedy', 'Romance']",5.8
Someone Like You...,"['Comedy', 'Romance']",6.0
Spy Kids,"['Action', 'Comedy', 'Family', 'Adventure']",5.5
Tomcats,"['Comedy', 'Romance']",4.9
The Tailor of Panama,"['Drama', 'Thriller']",6.2
Amores perros,"['Drama', 'Thriller']",7.6
Along Came a Spider,"['Crime', 'Mystery', 'Thriller', 'Action']",6.1
Blow,"['Crime', 'Drama']",7.4
Just Visiting,"['Comedy', 'Fantasy', 'Science Fiction']",4.9
Pokémon: Spell of the Unknown,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",6.0
Bridget Jones's Diary,"['Comedy', 'Romance', 'Drama']",6.6
Joe Dirt,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",5.5
Josie and the Pussycats,"['Comedy', 'Music']",5.2
Kingdom Come,['Comedy'],8.0
The Body,"['Drama', 'Mystery', 'Romance', 'Thriller']",4.9
Chopper,"['Crime', 'Drama', 'Thriller']",6.7
Crocodile Dundee in Los Angeles,"['Adventure', 'Comedy']",4.7
Freddy Got Fingered,['Comedy'],4.5
The Low Down,"['Romance', 'Comedy', 'Drama']",0.0
The Luzhin Defence,"['Romance', 'Drama']",6.6
Scarface,"['Action', 'Crime', 'Drama', 'Thriller']",8.0
Days of Wine and Roses,"['Drama', 'Romance']",7.5
Driven,['Action'],4.5
The Forsaken,"['Action', 'Adventure', 'Horror', 'Thriller']",4.9
One Night at McCool's,"['Action', 'Comedy', 'Crime']",5.7
Town & Country,"['Comedy', 'Romance']",4.1
Rat,"['Drama', 'Fantasy', 'Comedy', 'Family']",6.0
The Mummy Returns,"['Adventure', 'Action', 'Fantasy']",6.0
Under the Sand,"['Drama', 'Mystery']",6.4
Cleopatra,"['Drama', 'History', 'Romance']",6.7
Krull,"['Fantasy', 'Action', 'Adventure']",5.8
The World According to Garp,['Comedy'],6.9
Candy,"['Fantasy', 'Comedy', 'Adventure']",5.3
Fellini Satyricon,"['Drama', 'Fantasy']",7.0
Roma,"['Comedy', 'Drama']",6.6
Frankie and Johnny,"['Drama', 'Comedy', 'Romance']",6.6
